prNumber,prTitle,repo
533,Update ERC-5630: Move to Draft,ERCs
532,Update ERC-5630: Move to Draft,ERCs
531,Update ERC-3770: Fix broken links and formatting,ERCs
530,Add ERC: Permissionless Script Registry,ERCs
529,Update ERC-7578: Fix github authors,ERCs
528,Update ERC-3770: Move to Draft,ERCs
526,Website: Feature/eip 6123 added cancelation,ERCs
525,Update ERC-7208: fixes to example,ERCs
524,Update ERC-1175: Update links to ERC assets,ERCs
523,Add ERC-XXXX,ERCs
522,Add ERC-xxxx,ERCs
521,Update ERC-7208: fixes to example + grammar,ERCs
520,Add ERC: Union Lock,ERCs
519,Update ERC-7208: applies fixes as per community feedback,ERCs
517,Add ERC: Decentralized Identity Verification (DID),ERCs
516,Update ERC-7562: fix minor typo,ERCs
515,"Update ERC-6123: EIP-6123, new initiator parameter in events TradeSettlementPhase and …",ERCs
514,Update ERC-6123: Move to Review,ERCs
513,Add ERC: Vulnerability and Exposure Identifier,ERCs
512,Update ERC-7615: Safety update,ERCs
511,Update ERC-7527: Update erc-7527.md,ERCs
510,Update ERC-7579: Add missing execution encoding specs,ERCs
509,Add ERC: Structured Data Clear Signing Format,ERCs
508,Update ERC-6900: Fix typo in responsibilities section,ERCs
507,Update ERC-6123: enhance termination functionality to include termination terms (as string),ERCs
506,Add ERC: Token with Metadata,ERCs
505,Update ERC-7540: Remove inequality,ERCs
504,Update ERC-3009: Move to Draft,ERCs
503,Update ERC-7015: Move to Review,ERCs
502,Update ERC-7656: Update naming for clarity,ERCs
501,Update ERC-7578: Move to Review,ERCs
500,Add ERC: Common Quote Oracle,ERCs
499,Update ERC-7578: Security Considerations,ERCs
498,Add ERC: Exponential Curves,ERCs
497,Update ERC-7700: Image Size Fixes,ERCs
496,"Update ERC-6909: Nit, adds case to `transferFrom` where `sender` is `msg.sender`.",ERCs
495,Update ERC-4337: erc4337 updates,ERCs
494,Update ERC-1046: Rectify typographical inaccuracies,ERCs
493,Update ERC-7700: Minor Edits for Clarity,ERCs
492,Update ERC-7540: Fix ERC7540 typo,ERCs
491,Update ERC-7677: Change pngs to svgs,ERCs
490,"Update ERC-7677: add isFinal flag, move sponsor, and specify validation expectations",ERCs
489,"Update ERC-7677: add isFinal flag, move sponsor, and specify validation expectations",ERCs
488,Update ERC-7700: Cross-chain Storage Router Protocol,ERCs
487,Update ERC-4337: fix typos,ERCs
486,Update ERC-7540: Update ERC7540,ERCs
485,Update ERC-6538: Move to Final,ERCs
484,Update ERC-7579: hook postCheck simplification,ERCs
483,Update ERC-7540: Update ERC7540 interface IDs,ERCs
482,Update ERC-7588: Move to Review,ERCs
481,Update ERC-5625: Move to Review,ERCs
480,Update ERC-7644: Name Registry,ERCs
479,Update ERC-7720: Deferred token transfer,ERCs
478,Update ERC-7627: change to external,ERCs
477,Add ERC: ABI specification for REVERT reason string,ERCs
476,Update ERC-7540: Move to Final,ERCs
475,Update ERC-7720: Rationale,ERCs
474,Update ERC-6900: clarify security considerations,ERCs
472,Add ERC: Grant Permissions from Wallets,ERCs
471,Update ERC-1046: fixing typos #297,ERCs
470,Update ERC-7644: Erc 7644,ERCs
469,Update ERC-7627: Erc 7627,ERCs
468,Add ERC: Opaque Token,ERCs
466,Add ERC: Lockable Extension for ERC-1155,ERCs
465,Add ERC: Deferred Token Transfer,ERCs
464,Update ERC-7586: Move to Review,ERCs
463,Update ERC-7484: require sorted attesters,ERCs
462,Update ERC-5521: Move to Final,ERCs
461,Website: Move ERC-7007 to Last Call,ERCs
460,Update ERC-7540: Update ERC7540,ERCs
459,Update ERC-7578: Potential linearization issue,ERCs
458,Update ERC-7540: Update ERC7540,ERCs
456,Milehigh.erc,ERCs
455,Update ERC-7575: Move to Final,ERCs
454,Update ERC-7540: Update ERC7540,ERCs
453,Add ERC: Deterministic AA wallet,ERCs
452,Update ERC-6551: Update erc-6551.md,ERCs
451,Update ERC-7540: ERC7540 rename `requester` => `controller`,ERCs
450,Milehigh.world,ERCs
449,Update ERC-7540: Move to Last Call,ERCs
448,Update ERC-7540: Fix ERC7540 typo,ERCs
447,Update ERC-7578: PropertiesRemoved Event,ERCs
446,Update ERC-7575: ERC7575 fixes,ERCs
445,Update ERC-7562: Fix typo in section `OP-062`,ERCs
444,Update ERC-4337: return values of estimateUserOperationGas,ERCs
443,Update ERC-7575: ERC7575 clarifications,ERCs
442,Update ERC-6900: add security considerations (#9),ERCs
441,Add ERC: Readable Typed Signatures for Smart Accounts,ERCs
440,Update ERC-7656: Rename IERC7656Contract as IER7656Linked,ERCs
439,Update ERC-7618: Add a clarification suggested by @SamWilsn,ERCs
438,Update ERC-6551: Add hardfork protection to reference implementation,ERCs
437,Update ERC-7208: Update interfaces according to community feedback,ERCs
436,Add ERC: Grant Permissions from Wallets,ERCs
434,Update ERC-6123: Updates and Fixes in ERC-6123,ERCs
433,Add ERC: Smart Contract Delegation,ERCs
432,Update ERC-7540: Update ERC7540 and ERC7575,ERCs
430,Update ERC-7578: Minor implementation update,ERCs
429,Fix incorrect comment in EIP-3448 implementation,ERCs
428,Update ERC-7540: Move to Last Call,ERCs
426,Update ERC-7578: Updated ERC-7578 - Documentation Updates,ERCs
424,Update ERC-7432: Removed non-unique roles,ERCs
423,Update ERC-7496: remove acceptableValues (redundant with valueMappings),ERCs
422,Update ERC-7578: Refactoring & OpenZeppelin v5 Support,ERCs
421,Update ERC-7578: Refactoring and OpenZeppelin v5 Support,ERCs
420,Update ERC-7562: Update erc-7562.md,ERCs
419,Update ERC-4337: Update erc 4337,ERCs
418,Update ERC-7562: Updte ERC-7562 with the latest state from the 'account-abstraction' repo,ERCs
417,Add ERC: NFT Metadata Extension like JSON-LD,ERCs
416,Update ERC-7432: Removed non-unique Roles,ERCs
415,Update ERC-6900: add co-author names (#8),ERCs
414,Add ERC: Soul Resonance Token,ERCs
413,Update ERC-5189: EIP-5189 typos,ERCs
412,Update ERC-6900: Add Co-Authors (#7),ERCs
411,Update ERC-7575: Move to Last Call,ERCs
410,Update ERC-7540: Add operator functionality to ERC-7540,ERCs
409,Update ERC-7631: Clarify rationale and change SkipNFTSet status,ERCs
408,Update ERC-6538: Move to Last Call,ERCs
407,Update ERC-5564: Move to Final,ERCs
406,Add ERC: Tokenized Vaults with Lock-in Period,ERCs
405,Update ERC-5585: ERC-721 NFT Authoriza…,ERCs
404,Add ERC: Cross-chain Storage Router Protocol,ERCs
403,Update ERC-1363: Update text to modern recommendations,ERCs
402,Update ERC-1363: ERC1363-updating grammar to be more simpler and understandable.,ERCs
401,Update ERC-7399: Don't revert on view functions.,ERCs
400,Update ERC-7540: Spell check ERC7540 and ERC7575,ERCs
399,Add ERC: ERC-20 Transfer Reference Extension,ERCs
398,Update ERC-4337: Fix typo of 'bunder' to 'bundler',ERCs
397,Update ERC-7506: 5539 Draft Update,ERCs
396,Update ERC-6672: Update erc-6672.md to fix author handle,ERCs
395,Update ERC-1077: Remove repetitive words,ERCs
394,Update ERC-4626: replace old repo link,ERCs
393,Config: add caip,ERCs
392,Config: add caip,ERCs
391,Add ERC: Ownership Delegation and Context for ERC-721,ERCs
390,Add ERC: Solana Storage Router,ERCs
389,Add ERC: Solana storage handler for CCIP-Write,ERCs
388,Update ERC-5559: Move to Draft,ERCs
386,Update ERC-2333: Move to Last Call,ERCs
385,Update ERC-6900: Update github handle (#6),ERCs
384,Update ERC-6900: Add coauthors from Circle team,ERCs
383,Update ERC-7399: Provided clarity around `maxFlashLoan`,ERCs
381,Update ERC-7531: Fix typo and remove unnecessary specifications,ERCs
380,Add ERC: Smart Blobs,ERCs
379,Update ERC-5559: Move to Draft,ERCs
378,Add ERC: AUTHCALL ERC-4626 Deposit/Withdraw Extension,ERCs
376,Update ERC-5485: Move to Draft,ERCs
375,Add ERC: Cross Chain Intents,ERCs
374,Update ERC-7484: add internal attesters and simplify querying,ERCs
373,Update ERC-7531: Fix typo in IERC7531,ERCs
372,Add ERC: Auxiliary Funds Capability,ERCs
370,Update ERC-7579: minor changes,ERCs
369,Add ERC: Dual Nature Multi Token Protocol,ERCs
368,Add ERC: Valued Tokens with Layered Liquidity,ERCs
367,Update ERC-5585: ERC-721 NFT Authorization,ERCs
366,Update ERC-7496: update author github handle,ERCs
365,Update ERC-7572: add symbol to contractURI schema,ERCs
364,Update ERC-2335: Move to Review,ERCs
363,Update ERC-2334: Move to Review,ERCs
362,Update ERC-2333: Move to Review,ERCs
361,Add ERC: UserOperation Builder,ERCs
360,Add ERC: Paymaster Web Service Capability,ERCs
359,Update ERC-5189: Simulation settings takes Operation,ERCs
358,Add ERC: Temporary Approval Extension for ERC-20,ERCs
356,Update ERC-7535: Move to Final,ERCs
355,Update ERC-7528: Move to Final,ERCs
354,Add ERC: Distinguishable base256emoji Addresses,ERCs
353,Add ERC: Event-Driven NFT Utilities,ERCs
352,Config: Sync eip-editors.yml,ERCs
351,Update ERC-7529: changed `getDomain` to `checkDomain` for better clarity of function purpose,ERCs
350,Update ERC-7631: Grammar updates,ERCs
349,Add ERC: ERC-721 Guarantee Extension,ERCs
348,Add ERC: AI Agent NFTs,ERCs
347,Add ERC: Release tokens on predefined periods,ERCs
346,Add ERC: Release [ERC-20] tokens on predefined periods,ERCs
345,Update ERC-7573: Feature/erc 7573 finalizing,ERCs
343,Add ERC: ERC-721 Guarantee Extension,ERCs
342,Update ERC-2098: variable v is not right in example.,ERCs
341,Add ERC: Release ERC-20 tokens on predefined periods,ERCs
340,Update ERC-7531: Adding ierc7531 rights,ERCs
339,Update ERC-4337: Update erc-4337.md typo fix,ERCs
338,Config: Allow links to execution-spec-tests,ERCs
337,Update ERC-7575: Move to Review,ERCs
336,Update ERC-7575: Fix typos in ERC7575,ERCs
335,Update ERC-7540: Simplify ERC7575,ERCs
333,Update ERC-5115: Update preview functions behavior to allow revert on special cases,ERCs
332,Update ERC-7631: Fix interface code comments,ERCs
331,Update ERC-7529: Better strategy for eTLD+1 storage and querying,ERCs
330,Update ERC-4824: Move to Review,ERCs
329,Update ERC-7572: remove aspect ratio suggestion from featured_image,ERCs
328,Update ERC-7521: Add Prohibited Address Description,ERCs
327,Add ERC: Generalized Token-Linked Contracts,ERCs
326,Update ERC-7631: Update ERC-7631,ERCs
325,Update ERC-7508: Improvements on ERC7508.,ERCs
324,Update ERC-20: Fix broken link on erc-20.md,ERCs
323,Update ERC-7508: Several improvements on ERC7508.,ERCs
322,Update ERC-5564: Move to Last Call,ERCs
321,Update ERC-7531: Adding rights to ERC7531,ERCs
319,Update ERC-7632: Update ERC7632,ERCs
318,Add ERC: ERC-5189 Operation Receipts,ERCs
317,Update ERC-7231: Corrected typos inside document lines.,ERCs
316,Update ERC-6220: fix Import path in EquipRenderUtils.sol,ERCs
315,Add ERC: Request Method Types,ERCs
314,Update ERC-7540: Fix reference implementation of ERC-7540,ERCs
313,"Update ERC-7540: Various Feedback, Add 7575",ERCs
312,Update ERC-7291: Added author,ERCs
311,Update ERC-5189: 5189 typos,ERCs
310,Update ERC-5189: ERC-5189 updates,ERCs
309,Update ERC-5521: Move to Last Call,ERCs
308,Update ERC-5189: ERC5189 Structure and Fee changes,ERCs
307,Update ERC-5173: Update erc-5173.md,ERCs
306,Add ERC: ERC-721 Guarantee Extension,ERCs
305,Add ERC: Fractionally Represented Non-Fungible Token,ERCs
304,Update ERC-2135: fix some typos,ERCs
303,Update ERC-5573: require single recap in resources,ERCs
302,Update ERC-7579: Update erc-7579 interface param names,ERCs
301,Update ERC-5573: ERC-5573 typos,ERCs
300,Add ERC: Bonding curve-embedded liquidity for NFTs,ERCs
299,Update ERC-7627: Revise the description text for Motivation,ERCs
298,Update ERC-7508: Several updates 7508.,ERCs
296,Add ERC: NFT Recursive Synthesis Asset Standard,ERCs
295,Add ERC: Fungible NFTs,ERCs
294,Update ERC-5189: ERC-5189 updates,ERCs
293,Add ERC: Metadata Management for NFTs,ERCs
292,Add ERC: ERC-721 Name Registry Extension,ERCs
290,Update ERC-4337: Fix typo,ERCs
289,Update ERC-7627: Correct some text formatting,ERCs
288,"Update ERC-7627: To reduce gas costs, the variable type was changed.",ERCs
287,Update ERC-7590: Move to Review,ERCs
286,Update ERC-7590: Handles erc20s with transfer fees.,ERCs
285,Update ERC-6672: Update erc-6672.md,ERCs
284,Website: Intrinsic RevShare Token,ERCs
283,Update ERC-165: Clarify misleading usage of `pure` attribute,ERCs
282,Add ERC: Batch Calls Encoding in SCA,ERCs
281,Update ERC-4337: erc-4337 updates to v0.7,ERCs
280,Add ERC: ERC-721 Multi-Attribute Extension,ERCs
279,Update ERC-7092: Move to Final,ERCs
278,Update ERC-7527: Update erc-7527.md,ERCs
277,Website: Multi-Fungible Token,ERCs
276,Update ERC-5189: 5189 Operation comments,ERCs
275,Add ERC: Interfaces for Named Token,ERCs
274,Add ERC: Limited Transfer Count NFT,ERCs
273,Update ERC-5189: Replace burn mechanism with staking,ERCs
272,Config: Sync with EIPs,ERCs
271,Add ERC: Dual Nature Token Pair,ERCs
270,Update ERC-5189: ERC-5189 formatting,ERCs
269,Add ERC: ERC-20/ERC-721 Unified Token Interface,ERCs
268,Add ERC: Secure Messaging Protocol,ERCs
267,Update ERC-6492: add audit report and changes prompted by the audit,ERCs
266,Add ERC: ERC-721 Ownership Shares Extension,ERCs
265,Add ERC: Smart Contract Identifiers and Metadata Extension,ERCs
264,Update ERC-5189: ERC5189 - Automatic dependency generation,ERCs
263,Add ERC: Flash Loans,ERCs
262,Update ERC-5189: 5189 Spell fix,ERCs
261,Update ERC-5189: ERC5189 - Scaling factor and untrusted environments,ERCs
260,Add ERC: Dynamic Identity Binding Soulbound Tokens,ERCs
259,Update ERC-6538: Move to Review,ERCs
258,Update ERC-5521: Move to Review,ERCs
252,Add ERC: Pre-Authorized Service Payment Protocol,ERCs
251,Add ERC: Basket Token,ERCs
250,Add ERC: Pre-Authorized Service Payment Protocol,ERCs
249,CI: Create npm-gulp.yml,ERCs
248,Update ERC-1328: Move to Final,ERCs
247,Update ERC-7535: Move to Last Call,ERCs
246,Add ERC: Content encoding in ERC-5219 mode Web3 URL,ERCs
245,Add ERC: Chunk support for ERC-5219 mode in Web3 URL,ERCs
244,Add ERC: Hybrid Fungible Token,ERCs
242,Add ERC: PLUME Signature in Wallets,ERCs
240,Update ERC-7579: simplification of specs,ERCs
239,Add ERC: Minimal Modular Smart Accounts,ERCs
238,Update ERC-7425: Add missing info,ERCs
237,Update ERC-7303: Security Considerations,ERCs
236,Add ERC: Puppet Proxy Contract,ERCs
235,Add ERC: Atomic Push-based Data Feed Among Contracts,ERCs
234,Update ERC-7527: Fix Typo,ERCs
233,Update ERC-7527: Fix code,ERCs
232,Update ERC-4337: fix debug_bundler_dumpreputation status type,ERCs
231,Add ERC: Sovereign Bridged NFTs,ERCs
230,Add ERC: Count Contract,ERCs
229,Add ERC: Transaction risk monitoring,ERCs
228,Update ERC-5585: Move to Final,ERCs
227,Update ERC-5727: Improve descriptions,ERCs
226,Add ERC: Non-Sellable Tokens,ERCs
225,Update ERC-5604: Move to Draft,ERCs
224,Add ERC: On-chain NFT royalty enforcement,ERCs
223,Add ERC: ERC-1155 Permit Approvals,ERCs
221,Add ERC: Multi-edition NFT Distribution,ERCs
219,Update ERC-6900: 0.7.0,ERCs
218,Add ERC: Ethereum Mixing Transaction Supervision,ERCs
217,Add ERC: dApp Permission Framework,ERCs
216,Update ERC-1328: Update erc-1328.md,ERCs
215,Update ERC-1328: Move to Last Call,ERCs
214,Update ERC-1363: Remove non-relative links and unuseful references,ERCs
213,Update ERC-1363: Add missing return statement,ERCs
212,Update ERC-7092: Move to Last Call,ERCs
211,Update ERC-4361: Fix typos,ERCs
210,Add ERC: On-chain Autonomous AI Agent Non-fungible Token,ERCs
209,Update ERC-7007: Move to Review,ERCs
208,Update ERC-7531: Move to Review,ERCs
207,Add ERC: Use contract signature for signed transfer,ERCs
206,Add ERC: Signature Validation Extension for Permit,ERCs
205,Add ERC: Equity Shares Book-Entry System,ERCs
204,Add ERC: Equity Shares Book-Entry System,ERCs
202,Add ERC: Collateralized NFT,ERCs
201,Update ERC-7201: Fix solidity formula,ERCs
200,Update ERC-7231: Move to Final,ERCs
197,Update ERC-6860: Auto mode: Argument autodetection: Add bool as an autodetected type.,ERCs
196,Add ERC: NFT synthetic evidence,ERCs
195,Add ERC: NFT synthetic evidence,ERCs
194,Update ERC-7590: Adds reference to test cases and implementation.,ERCs
193,Update ERC-7590: Improves specification details on ERC7590.,ERCs
192,"Website: Fixed rendering of headers of ERC pages, Navbar and footer",ERCs
191,Add ERC: NFT Alternative Text in Metadata,ERCs
190,Your Universe,ERCs
189,Update ERC-5216: ERC-5216 global update,ERCs
187,Add ERC: ERC-20 Holder Extension for NFTs,ERCs
186,Add ERC: Semi-Fungible Token Roles,ERCs
185,Add ERC: Blob Transactions Metadata JSON Schema,ERCs
184,Update ERC-5169: Add contributing author,ERCs
183,Update ERC-2135: fix typo,ERCs
182,Update ERC-777: fix typo,ERCs
181,Config: Remove myself as governing editor,ERCs
180,Update ERC-5189: EIP-5189 Typos,ERCs
179,Update ERC-5453: fix typos,ERCs
178,Add ERC: Interest Rate Swaps,ERCs
177,Add ERC: MixHash and Public Data Storage Proofs,ERCs
176,Add ERC: ERC-7584 Linagee Name Registrar,ERCs
175,Update ERC-6120: update ERC-6120,ERCs
174,Update ERC-4337: Fix typos,ERCs
173,Add ERC: Inscription In Smart Contract,ERCs
172,Add ERC: ERC-7280 NFT Metadata Extension like JSON-LD,ERCs
171,Add EIP: NFT Metadata Extension like JSON-LD,ERCs
170,Add ERC: Modular Accounts with Delegated Validation,ERCs
169,Patch 1,ERCs
168,"Update ERC-6909: Nits, Spelling, Organization",ERCs
167,Update ERC-6900: Fix incorrect `dependencies` type in `installPlugin`,ERCs
166,Update ERC-5564: update schemeID,ERCs
165,Add ERC: Advertisement Tracking Interface,ERCs
164,Update ERC-7484: Turn into extension for ERC-7579,ERCs
163,Add ERC: Minimal Modular Smart Accounts,ERCs
162,Update ERC-7528: Move to Last Call,ERCs
161,Update ERC-7528: ERC 7528 Clarifications,ERCs
160,Add ERC: Physical Asset Redemption,ERCs
159,Update ERC-7439: Move to Final,ERCs
158,Update ERC-6982: Move to Final,ERCs
157,Add ERC: Partial and Extended ERC-4626 Vaults,ERCs
156,Update README.md,ERCs
155,Update Template: Authentication SBT using Credential,ERCs
154,Update ERC-1046: Fix typos,ERCs
153,Add ERC: Conditional-upon-Transfer-Decryption for DvP,ERCs
151,Add ERC-7571: Shadow events,ERCs
150,Add ERC: Contract-level metadata via `contractURI()`,ERCs
148,Add ERC-7571: Shadow events,ERCs
146,Update ERC-6909: Move to Review,ERCs
145,Update ERC-7540: Update ERC-7540,ERCs
144,Update ERC-6224: Move to Review,ERCs
